,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,cran_id,gem_id,pypi,updated_github_id,hex_id,bitbucket_id
170,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,True,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,32.0,11.0,6.0,147.0,217.0,2020-02-03 15:59:07.000000,1.0.0,747.0,2089.0,8.0,,,5.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,40920.0,,,,,,,,,,,,,,
171,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,16,True,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-02-13 21:37:46.000000,2021-02-13 21:37:41.000000,9.0,,4.0,126.0,191.0,2021-02-13 19:44:30.000000,0.1.24,,69.0,22.0,6.0,4.0,3.0,https://pypi.org/project/ipyexperiments,Apache-2.0,2021-02-13 19:44:30.000000,2.0,69.0,,,,3.0,,,,,,,,,,,,,,,,,,,
172,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,True,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000000,2021-02-08 11:04:25.512000,2020-09-11 21:06:00.000000,24.0,30.0,28.0,108.0,158.0,,,,4315.0,4.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512000,237365.0,3.0,,,,,,,,,,,,,,,,,,,
173,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,16,True,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-02-18 16:22:11.000000,2021-02-18 00:03:22.000000,12.0,2.0,14.0,105.0,19.0,2021-01-18 14:16:24.052000,1.1.0,,9148.0,2.0,,,8.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052000,,9148.0,,,,,,,,,
174,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,16,True,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-01-11 05:43:28.000000,2021-01-11 05:43:03.000000,5.0,7.0,19.0,103.0,86.0,2021-01-11 04:19:41.041000,3.0.0,,7257.0,18.0,,,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041000,,7257.0,,,,,,,,,
175,JupyterLab Spellchecker,Spellchecker for jupyterlab notebook markdown cells.,https://github.com/jupyterlab-contrib/jupyterlab_spellchecker,,lab-extensions,16,True,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/jupyterlab_spellchecker,2018-04-02 07:47:30.000000,2021-02-21 10:09:42.000000,2021-02-21 10:09:42.000000,16.0,8.0,19.0,101.0,54.0,2021-01-24 19:23:03.870000,0.3.0,,5523.0,13.0,1.0,1.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-01-24 19:23:03.870000,,5523.0,,,,,,,jupyterlab-contrib/jupyterlab_spellchecker,,
176,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,16,True,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,2019-01-27 23:43:18.000000,2021-02-04 21:12:12.000000,2021-02-04 21:10:31.000000,7.0,7.0,9.0,83.0,,2021-02-04 21:12:12.000000,0.6.1,,9902.0,13.0,1.0,1.0,3.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425000,,9902.0,,,,,,,,,
177,Neon Theme,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,16,True,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-02-23 22:35:44.000000,2021-02-23 22:35:44.000000,5.0,1.0,9.0,76.0,42.0,2020-11-06 18:23:46.264000,3.0.0,,1278.0,18.0,1.0,1.0,3.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2020-11-06 18:23:46.264000,,1278.0,,,,,,,,,
178,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,16,True,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-02-17 17:21:04.000000,2021-02-17 17:20:58.000000,15.0,10.0,39.0,75.0,368.0,2021-01-06 09:17:51.000000,0.4.3,,827.0,29.0,,,8.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-01-06 09:17:51.000000,,158.0,https://anaconda.org/conda-forge/cdsdashboards,2021-01-06 12:00:50.646000,4689.0,3.0,,,,,,,,,,,,,,,,,,,
179,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,24.0,7.0,20.0,74.0,136.0,2017-04-05 01:49:01.000000,0.7.0,,1139.0,12.0,6.0,,7.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000000,6.0,106.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,54788.0,3.0,,,,,,,,,,,,,,,,,,,
180,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,8.0,5.0,65.0,43.0,2018-08-10 16:52:09.000000,0.1.0,,582.0,4.0,164.0,162.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000000,2.0,582.0,,,,3.0,,,,,,,,,,,,,,,,,,,
181,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,16,True,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2020-12-31 19:19:20.000000,2020-12-31 19:19:19.000000,5.0,6.0,,61.0,35.0,2020-12-31 18:08:20.000000,1.0.0,,1115.0,7.0,1.0,,5.0,https://pypi.org/project/jupyterlab-quickopen,BSD-3-Clause,2020-12-31 18:08:20.000000,1.0,243.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580000,,872.0,,,,,,,,,
182,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,16,True,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-02-10 17:17:10.910000,2021-02-10 17:15:59.000000,6.0,2.0,11.0,56.0,79.0,2021-02-10 17:17:10.910000,3.0.2,,810.0,17.0,3.0,3.0,3.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2021-02-10 17:17:10.910000,,810.0,,,,,,,,,
183,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,16,True,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-02-14 09:27:36.000000,2020-08-06 23:37:01.000000,9.0,7.0,3.0,45.0,254.0,2020-07-29 08:32:07.000000,2.0.1,,1150.0,15.0,,,5.0,https://pypi.org/project/jupyterlab-sparkmonitor,Apache-2.0,2020-07-29 08:32:07.000000,,84.0,,,,3.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2020-08-06 23:50:07.340609,,86.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,2020-07-29 07:52:58.288000,,1059.0,,,,,,,,,
184,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,True,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-01-15 15:11:10.000000,2021-01-15 15:11:05.000000,,10.0,47.0,42.0,290.0,2021-01-14 22:31:15.129000,0.8.0,,774.0,43.0,3.0,3.0,3.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyterlab-sos,2020-12-11 06:16:09.879000,6559.0,3.0,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129000,,389.0,,,,,,,,,
185,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,True,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-02-07 16:28:37.000000,2021-02-07 16:28:23.000000,5.0,1.0,23.0,35.0,162.0,2021-01-03 10:46:26.000000,3.0.0-post1,3251.0,887.0,15.0,,,6.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyter-archive,2021-01-03 14:04:18.363000,10949.0,3.0,,,,,,,,,,,,,,,,,,,
186,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,False,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2019-06-30 20:16:49.000000,2019-06-30 20:16:48.000000,30.0,13.0,19.0,33.0,107.0,2018-06-19 13:50:35.000000,0.5.2,,546.0,8.0,33.0,30.0,13.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000000,3.0,546.0,,,,3.0,,,,,,,,,,,,,,,,,,,
187,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,16,True,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2020-10-28 21:57:40.000000,2020-10-28 21:57:33.000000,19.0,3.0,14.0,32.0,73.0,2020-03-18 10:11:00.000000,0.14.1,,1802.0,7.0,41.0,38.0,11.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2020-03-18 10:11:00.000000,3.0,1802.0,,,,2.0,,,,,,,,,,,,,,,,,,,
188,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,15,False,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,136.0,37.0,46.0,1009.0,647.0,,,,2386.0,,,,9.0,,Apache-2.0,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,5.0,131233.0,,,,,,,,,,,,,,
189,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2021-01-10 22:20:14.000000,2020-12-15 17:18:31.000000,65.0,17.0,61.0,532.0,138.0,,,3191.0,159.0,2.0,,,6.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
190,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,False,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,34.0,2.0,14.0,428.0,38.0,2018-03-28 15:38:57.000000,0.3.0,,376.0,9.0,,,3.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000000,,376.0,,,,3.0,,,,,,,,,,,,,,,,,,,
191,IElixir,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,15,True,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-01-11 00:29:29.000000,2020-11-15 22:26:25.000000,39.0,10.0,20.0,313.0,277.0,2020-11-15 17:48:03.000000,0.9.21,,2.0,8.0,,,16.0,,Apache-2.0,,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2020-11-15 22:43:52.347598,1.0,169.0,,,,,,,,,,,,,ielixir,
192,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,15,False,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2020-12-30 23:10:43.000000,2019-08-14 17:21:34.000000,28.0,40.0,19.0,243.0,87.0,2019-05-17 22:15:51.663000,1.0.1,,100.0,5.0,,,6.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030000,,100.0,,,,,,,,,
193,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,15,True,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2021-02-24 14:01:05.000000,2021-02-24 14:00:59.000000,65.0,5.0,27.0,171.0,157.0,2020-09-01 16:59:14.000000,1.1_cuda-10.1_ubuntu-18.04,,,2.0,,,8.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
194,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,6.0,22.0,135.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,1436.0,3.0,6.0,,7.0,https://pypi.org/project/environment_kernels,BSD-2-Clause,2018-02-12 12:56:44.000000,6.0,1436.0,,,,3.0,,,,,,,,,,,,,,,,,,,
195,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,True,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-02-02 18:01:04.000000,2021-02-02 03:01:26.000000,9.0,6.0,13.0,94.0,,2021-02-02 03:04:31.643000,0.4.0,,3566.0,11.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-02-02 03:04:31.643000,,3566.0,,,,,,,,,
196,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,15,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2020-12-11 20:15:43.000000,2020-05-18 01:55:23.000000,10.0,3.0,12.0,77.0,65.0,2020-05-05 00:28:05.646000,2.0.0,,2518.0,8.0,,,4.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2020-05-05 00:28:05.646000,,2518.0,,,,,,,,,
197,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,True,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,17.0,24.0,10.0,76.0,332.0,2020-05-01 11:39:08.310000,0.3.0,,246.0,4.0,,,10.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310000,,246.0,,,,,,,,,
198,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,15,False,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2020-12-11 17:34:05.000000,2019-10-29 13:53:37.000000,11.0,6.0,3.0,60.0,74.0,2019-10-29 13:57:12.560000,0.1.4,,249.0,6.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,MIT,2019-10-29 13:56:17.000000,0.0,23.0,,,,3.0,,,,,,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,2019-10-29 13:57:12.560000,,226.0,,,,,,,,,
199,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,15,False,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,11.0,6.0,6.0,52.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,1116.0,11.0,,,8.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930000,,1116.0,,,,,,,,,
200,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,15,True,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2020-12-16 21:20:59.000000,2020-12-16 21:14:51.000000,7.0,3.0,7.0,39.0,,2020-12-16 21:20:59.000000,0.5.2,,2667.0,7.0,,,3.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,2020-12-16 21:13:12.679000,,2667.0,,,,,,,,,
201,jupyterlab-theme-solarized-dark,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,True,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-02-25 12:52:20.000000,2021-02-25 12:52:07.000000,3.0,1.0,1.0,32.0,49.0,2021-02-25 12:50:08.814000,2.0.0,,5791.0,17.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,BSD-3-Clause,2020-12-28 07:24:05.000000,,108.0,,,,2.0,,,,,,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2021-02-25 12:50:08.814000,,5683.0,,,,,,,,,
202,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,15,True,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,14.0,6.0,2.0,26.0,7.0,2017-04-29 22:45:46.000000,0.3.1,,2050.0,4.0,32.0,,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,BSD-3-Clause,2017-04-29 22:45:46.000000,32.0,2050.0,,,,2.0,,,,,,,,,,,,,,,,,,,
203,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,15,False,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-02-09 00:11:20.000000,2021-02-09 00:11:20.000000,7.0,1.0,,6.0,16.0,2017-08-30 13:12:25.000000,1.0.0,,1155.0,1.0,64.0,55.0,5.0,https://pypi.org/project/nullauthenticator,BSD-3-Clause,2017-08-30 13:12:25.000000,9.0,1155.0,,,,2.0,,,,,,,,,,,,,,,,,,,
204,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,14,True,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000000,2021-02-04 18:09:44.000000,2020-04-21 00:50:06.000000,8.0,7.0,29.0,93.0,96.0,2020-03-31 21:26:14.814000,0.6.0,,852.0,18.0,,,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:26:14.814000,,852.0,,,,,,,,,
205,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,14,True,jpmorganchase/jupyter-fs,jupyter-fs,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000000,2021-01-08 05:03:43.000000,2021-01-08 04:14:18.000000,18.0,18.0,22.0,79.0,,2020-11-18 21:28:27.000000,0.0.5,,211.0,5.0,,,7.0,https://pypi.org/project/jupyter-fs,Apache-2.0,2020-11-18 21:28:27.000000,,211.0,,,,3.0,,,,,,,,,,,,,,,,,,,
206,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,14,True,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2020-10-14 09:11:11.000000,2020-10-13 14:28:37.000000,17.0,12.0,11.0,65.0,84.0,2020-03-03 09:15:46.000000,0.1.8,,2820.0,8.0,0.0,,7.0,https://pypi.org/project/ipytree,MIT,2020-03-03 09:15:46.000000,0.0,2236.0,https://anaconda.org/conda-forge/ipytree,2020-03-03 09:49:02.272000,13450.0,3.0,,,,,,,,,,,,,,,,,,,
207,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,14,False,dnanhkhoa/nb_black,nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,2019-05-02 16:13:43.498000,2019-11-30 11:30:08.595000,,7.0,,,62.0,,2019-07-31 17:24:06.000000,1.0.6,,9088.0,6.0,1.0,,,https://pypi.org/project/nb_black,MIT,2019-07-31 17:24:06.000000,1.0,7484.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595000,33692.0,3.0,,,,,,,,,,,,,,,,,,,
208,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,14,True,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-01-31 22:32:11.000000,2021-01-31 22:32:06.000000,5.0,3.0,23.0,50.0,,2021-01-01 04:15:38.000000,0.3.0,,355.0,9.0,,,3.0,https://pypi.org/project/jupyterlab_autoversion,Apache-2.0,2019-06-29 15:19:19.000000,,152.0,,,,3.0,,,,,,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2021-01-01 04:42:22.581000,,203.0,,,,,,,,,
209,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,14,True,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2020-04-01 05:53:02.000000,2020-04-01 05:53:01.000000,3.0,1.0,3.0,45.0,104.0,2020-03-31 12:46:48.000000,0.3.0,,43138.0,6.0,0.0,,2.0,https://pypi.org/project/altair_viewer,BSD-3-Clause,2020-03-31 12:44:07.000000,0.0,43138.0,,,,3.0,,,,,,,,,,,,,,,,,,,
210,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,14,True,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2020-09-28 09:01:28.000000,2020-09-28 08:54:04.000000,8.0,1.0,6.0,39.0,394.0,2020-09-28 09:01:28.000000,0.11.0,,79.0,14.0,2.0,2.0,4.0,https://pypi.org/project/sshkernel,BSD-3-Clause,2020-09-28 09:01:28.000000,,79.0,,,,3.0,,,,,,,,,,,,,,,,,,,
211,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,14,False,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,10.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,10.0,24.0,7.0,2.0,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,BSD-3-Clause,2019-12-07 18:06:15.000000,2.0,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
212,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,False,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,98.0,23.0,53.0,2123.0,169.0,,,,,,,,9.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
